customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,num_contacts_in_campaign,num_contacts_prev_campaign,term_deposit_subscribed
26.0,housemaid,married,primary,no,135.0,no,no,cellular,5,feb,5.0,0,0
53.0,retired,married,secondary,no,86.0,no,no,unknown,3,jul,2.0,0,0
35.0,services,married,primary,no,6907.0,no,no,telephone,20,nov,2.0,0,0
21.0,services,single,secondary,no,3029.0,yes,no,cellular,6,may,1.0,0,0
46.0,technician,single,tertiary,no,2.0,no,no,unknown,16,jun,4.0,0,0
34.0,services,married,secondary,no,206.0,yes,yes,unknown,20,may,1.0,0,0
33.0,management,married,tertiary,no,361.0,yes,no,unknown,30,may,3.0,0,0
30.0,management,single,tertiary,no,2060.0,no,no,cellular,4,feb,2.0,0,0
42.0,technician,divorced,tertiary,no,4.0,no,no,cellular,28,aug,10.0,0,0
44.0,services,married,,no,1335.0,no,yes,cellular,30,jul,5.0,0,0
32.0,management,single,tertiary,no,620.0,no,no,cellular,6,jul,3.0,2,1
31.0,student,single,tertiary,no,2761.0,no,no,cellular,21,nov,1.0,0,1
33.0,blue-collar,single,secondary,no,508.0,yes,no,cellular,22,may,1.0,0,0
50.0,services,single,secondary,no,3780.0,yes,no,unknown,3,jun,6.0,0,0
46.0,unknown,single,,no,172.0,no,no,telephone,2,jun,1.0,0,0
48.0,unknown,married,secondary,no,-3.0,no,no,cellular,13,aug,2.0,0,0
46.0,technician,married,primary,no,-1384.0,yes,yes,unknown,26,may,1.0,0,0
36.0,technician,married,secondary,no,475.0,yes,no,unknown,27,may,1.0,0,0
36.0,technician,married,secondary,no,8116.0,no,no,unknown,21,may,1.0,0,0
34.0,management,divorced,tertiary,no,-338.0,no,no,cellular,12,aug,2.0,0,0
38.0,technician,married,primary,no,279.0,yes,no,cellular,20,apr,2.0,0,1
41.0,management,married,tertiary,no,340.0,yes,yes,unknown,4,jun,2.0,0,0
40.0,management,married,primary,no,105.0,yes,yes,cellular,21,nov,1.0,0,0
40.0,technician,married,secondary,no,301.0,yes,yes,cellular,10,jul,4.0,0,0
51.0,technician,married,secondary,no,4770.0,no,no,cellular,18,aug,3.0,0,0
41.0,blue-collar,married,secondary,no,-2.0,yes,yes,unknown,29,may,3.0,0,0
35.0,management,married,tertiary,no,2747.0,yes,no,telephone,19,nov,1.0,0,0
52.0,retired,married,secondary,no,1293.0,no,yes,unknown,20,jun,2.0,0,0
36.0,entrepreneur,married,,no,62.0,no,no,unknown,9,jun,2.0,0,0
31.0,admin.,married,secondary,no,7710.0,yes,no,cellular,29,apr,2.0,2,1
45.0,management,married,tertiary,no,185.0,no,no,cellular,20,nov,2.0,0,0
33.0,blue-collar,single,primary,no,371.0,no,no,cellular,2,feb,1.0,1,0
25.0,technician,single,secondary,no,-1.0,yes,no,cellular,14,may,2.0,0,0
36.0,technician,single,tertiary,no,365.0,no,yes,cellular,9,jul,3.0,0,0
32.0,admin.,single,secondary,no,108.0,yes,no,cellular,29,jan,1.0,3,0
30.0,self-employed,married,tertiary,no,-3.0,yes,no,cellular,30,jul,24.0,0,0
48.0,admin.,married,secondary,no,1042.0,no,no,cellular,8,aug,4.0,0,0
38.0,technician,single,tertiary,no,53.0,yes,no,cellular,29,jul,12.0,0,0
53.0,blue-collar,married,primary,no,227.0,no,no,cellular,18,jul,7.0,0,0
50.0,admin.,married,secondary,no,13550.0,no,no,unknown,11,jun,3.0,0,0
48.0,management,married,tertiary,no,-4.0,yes,no,cellular,26,aug,2.0,0,0
28.0,self-employed,married,tertiary,no,-513.0,yes,yes,cellular,22,aug,2.0,0,0
51.0,admin.,single,secondary,no,-1195.0,yes,yes,unknown,3,jun,1.0,0,0
36.0,blue-collar,single,secondary,no,41.0,yes,no,cellular,11,may,5.0,0,0
35.0,management,married,tertiary,no,3.0,yes,no,cellular,29,jan,1.0,17,0
31.0,blue-collar,married,secondary,no,1664.0,yes,no,cellular,7,may,2.0,2,0
43.0,admin.,married,,no,2035.0,no,no,cellular,24,feb,2.0,5,0
28.0,student,married,tertiary,no,144.0,yes,no,unknown,26,may,4.0,0,0
32.0,blue-collar,married,secondary,yes,-11.0,yes,no,cellular,22,jul,5.0,0,0
47.0,technician,married,secondary,no,66.0,no,no,cellular,28,aug,8.0,0,0
31.0,blue-collar,married,secondary,no,7.0,yes,yes,cellular,7,may,2.0,0,0
50.0,technician,divorced,secondary,no,5100.0,no,no,cellular,8,aug,2.0,0,0
33.0,admin.,married,secondary,no,3.0,yes,no,cellular,16,jul,4.0,0,0
35.0,management,married,tertiary,no,332.0,no,no,cellular,25,nov,1.0,0,0
29.0,admin.,single,secondary,no,294.0,yes,no,unknown,28,may,2.0,0,0
51.0,technician,married,secondary,no,88.0,yes,no,cellular,10,jul,3.0,0,0
34.0,technician,divorced,secondary,no,6.0,yes,no,unknown,11,jun,17.0,0,0
41.0,technician,married,secondary,no,2978.0,yes,yes,cellular,22,may,1.0,2,0
34.0,technician,married,secondary,no,487.0,yes,no,cellular,11,may,1.0,2,0
30.0,blue-collar,single,secondary,no,5742.0,yes,yes,cellular,21,nov,1.0,0,0
31.0,blue-collar,married,secondary,no,128.0,yes,no,unknown,13,may,1.0,0,0
31.0,services,divorced,secondary,no,85.0,yes,no,cellular,13,apr,2.0,0,1
54.0,services,married,secondary,no,-233.0,no,yes,cellular,23,jul,10.0,0,0
51.0,management,married,tertiary,no,616.0,yes,no,telephone,25,jul,2.0,0,0
31.0,admin.,single,secondary,no,621.0,yes,no,unknown,26,may,3.0,0,1
48.0,management,married,tertiary,no,3062.0,yes,no,cellular,18,may,2.0,0,0
49.0,retired,divorced,primary,no,152.0,no,no,unknown,17,jun,1.0,0,0
39.0,management,single,secondary,no,9917.0,no,no,telephone,10,nov,1.0,0,0
29.0,technician,single,tertiary,no,649.0,yes,no,cellular,25,may,4.0,0,1
28.0,technician,married,secondary,no,747.0,no,no,cellular,29,jan,2.0,0,0
46.0,management,married,tertiary,no,-71.0,yes,yes,telephone,24,jul,2.0,0,0
31.0,management,married,tertiary,no,552.0,yes,no,cellular,18,jul,1.0,0,0
49.0,management,divorced,tertiary,no,1.0,no,no,cellular,15,oct,2.0,0,0
33.0,admin.,single,tertiary,no,3814.0,no,no,unknown,9,jun,2.0,0,0
37.0,services,married,secondary,no,279.0,no,no,unknown,16,may,6.0,0,0
44.0,entrepreneur,single,tertiary,no,745.0,no,yes,cellular,29,jul,4.0,0,0
57.0,management,married,tertiary,no,93.0,yes,yes,cellular,19,aug,11.0,0,0
44.0,technician,divorced,secondary,no,246.0,yes,no,cellular,30,jul,3.0,0,0
49.0,management,married,tertiary,no,2424.0,yes,no,cellular,21,nov,1.0,3,0
36.0,management,divorced,tertiary,no,0.0,no,no,cellular,28,aug,4.0,0,0
45.0,management,single,tertiary,no,868.0,no,no,cellular,17,jul,5.0,0,0
26.0,admin.,single,secondary,no,158.0,yes,yes,unknown,16,may,1.0,0,1
51.0,blue-collar,married,secondary,no,1.0,yes,yes,cellular,22,jul,2.0,0,0
59.0,retired,married,secondary,no,479.0,no,no,cellular,22,jul,5.0,0,0
31.0,management,single,tertiary,no,370.0,no,no,cellular,22,aug,2.0,0,0
38.0,entrepreneur,married,secondary,yes,0.0,yes,no,cellular,21,nov,1.0,0,0
32.0,technician,married,tertiary,no,2683.0,no,no,cellular,14,oct,1.0,1,1
29.0,management,married,tertiary,no,3138.0,yes,no,cellular,17,jul,1.0,0,0
48.0,management,single,secondary,no,435.0,no,no,telephone,4,jun,2.0,0,0
74.0,retired,married,,no,7820.0,no,no,cellular,6,aug,3.0,0,0
51.0,unemployed,divorced,secondary,no,29.0,no,no,cellular,4,aug,2.0,0,0
31.0,management,single,tertiary,no,2385.0,no,no,cellular,4,jun,3.0,0,0
48.0,technician,divorced,secondary,no,775.0,yes,no,unknown,23,may,1.0,0,0
56.0,management,married,tertiary,no,2361.0,no,yes,cellular,29,jan,1.0,4,0
58.0,retired,married,secondary,no,668.0,no,no,cellular,20,nov,1.0,0,0
29.0,blue-collar,married,secondary,no,1903.0,no,no,cellular,12,may,1.0,0,0
74.0,retired,married,primary,no,2893.0,no,no,telephone,1,sep,5.0,2,0
40.0,admin.,married,secondary,no,9614.0,yes,no,unknown,9,jun,1.0,0,0
33.0,admin.,married,secondary,no,-84.0,yes,no,unknown,3,jun,7.0,0,1
27.0,housemaid,single,secondary,no,228.0,yes,no,unknown,30,may,16.0,0,0
38.0,management,married,secondary,no,-501.0,yes,no,cellular,21,nov,3.0,0,0
32.0,admin.,single,secondary,no,5053.0,yes,no,cellular,19,nov,1.0,0,0
33.0,blue-collar,married,secondary,no,180.0,no,no,cellular,6,aug,2.0,0,1
37.0,entrepreneur,single,primary,no,151.0,yes,no,cellular,11,may,1.0,0,0
48.0,student,single,,no,1276.0,no,no,telephone,20,oct,1.0,0,0
40.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,15,jul,4.0,0,0
42.0,blue-collar,married,primary,no,162.0,yes,no,unknown,20,jun,3.0,0,0
40.0,management,single,,no,2884.0,yes,no,unknown,7,may,2.0,0,0
42.0,unemployed,single,tertiary,no,411.0,no,no,cellular,14,jul,8.0,0,0
47.0,blue-collar,married,secondary,no,432.0,no,yes,cellular,21,aug,2.0,0,0
46.0,admin.,divorced,secondary,no,609.0,no,no,cellular,31,jul,10.0,0,0
58.0,housemaid,married,primary,no,2352.0,no,no,unknown,9,jun,1.0,0,0
37.0,unemployed,single,tertiary,no,1291.0,no,no,cellular,5,aug,1.0,2,1
59.0,retired,married,primary,no,477.0,no,no,cellular,13,aug,3.0,0,0
30.0,technician,married,secondary,no,10.0,no,no,cellular,21,aug,2.0,0,0
24.0,self-employed,single,secondary,no,1245.0,yes,no,cellular,5,feb,2.0,2,0
37.0,blue-collar,married,secondary,no,865.0,no,no,unknown,6,jan,1.0,0,0
32.0,entrepreneur,single,secondary,no,-5.0,no,no,telephone,13,nov,1.0,0,1
36.0,technician,divorced,secondary,no,7.0,yes,yes,cellular,21,nov,2.0,1,0
29.0,blue-collar,married,secondary,no,7363.0,yes,no,cellular,31,jul,5.0,0,0
30.0,admin.,single,secondary,no,1075.0,yes,no,unknown,2,jun,5.0,0,0
40.0,blue-collar,single,secondary,no,-3.0,no,no,cellular,13,aug,2.0,1,0
48.0,technician,married,secondary,no,2238.0,no,no,cellular,17,nov,2.0,0,0
52.0,admin.,single,secondary,no,2363.0,yes,no,telephone,20,apr,3.0,0,0
23.0,student,single,secondary,no,369.0,yes,no,cellular,17,apr,1.0,0,0
55.0,blue-collar,married,primary,no,69.0,no,no,unknown,17,jun,1.0,0,0
40.0,management,single,tertiary,no,1633.0,no,yes,cellular,5,aug,1.0,0,0
31.0,management,married,tertiary,no,709.0,yes,no,cellular,17,jul,2.0,0,0
37.0,technician,single,tertiary,no,751.0,yes,no,unknown,16,jun,14.0,0,0
47.0,services,married,secondary,no,-1.0,no,no,telephone,24,jul,1.0,0,0
37.0,technician,married,secondary,no,5806.0,yes,no,cellular,18,nov,1.0,0,0
44.0,services,married,secondary,no,376.0,no,no,unknown,11,jun,2.0,0,0
58.0,services,married,secondary,no,8263.0,yes,no,telephone,21,nov,1.0,0,0
46.0,technician,married,secondary,no,1239.0,no,no,cellular,7,may,2.0,0,0
41.0,admin.,married,secondary,no,2659.0,yes,no,telephone,24,jul,1.0,0,0
33.0,technician,single,secondary,no,1041.0,yes,no,cellular,20,aug,19.0,0,0
27.0,blue-collar,married,secondary,no,908.0,yes,no,cellular,13,may,1.0,0,0
51.0,blue-collar,married,primary,no,1122.0,yes,no,unknown,6,may,1.0,0,0
38.0,technician,married,secondary,no,435.0,yes,no,unknown,20,may,2.0,0,0
30.0,student,single,,no,85.0,no,no,cellular,22,may,1.0,0,0
51.0,blue-collar,married,secondary,no,144.0,yes,no,cellular,7,jul,5.0,0,0
37.0,blue-collar,divorced,secondary,no,163.0,yes,no,unknown,30,may,2.0,0,0
44.0,technician,divorced,secondary,no,596.0,no,no,cellular,27,aug,8.0,0,0
30.0,management,married,tertiary,no,179.0,yes,no,cellular,14,jul,3.0,0,0
29.0,blue-collar,married,secondary,no,267.0,yes,no,cellular,20,nov,2.0,0,0
42.0,blue-collar,married,primary,no,67.0,yes,no,cellular,17,nov,1.0,0,0
34.0,admin.,married,secondary,no,1.0,yes,no,cellular,20,apr,1.0,3,0
42.0,blue-collar,married,primary,no,634.0,yes,no,cellular,20,apr,2.0,0,0
72.0,retired,married,tertiary,no,2647.0,no,no,cellular,5,feb,2.0,0,0
34.0,technician,married,tertiary,no,3042.0,yes,no,cellular,5,may,1.0,1,0
41.0,technician,married,secondary,no,3085.0,no,no,cellular,11,sep,1.0,0,1
60.0,retired,married,secondary,no,988.0,yes,no,unknown,30,may,1.0,0,0
32.0,unemployed,married,secondary,no,867.0,yes,no,cellular,29,jan,1.0,0,0
25.0,technician,divorced,secondary,no,159.0,yes,no,cellular,24,jul,1.0,0,0
27.0,management,single,tertiary,no,673.0,no,no,cellular,4,may,1.0,0,0
59.0,management,married,tertiary,no,4.0,yes,no,cellular,6,may,3.0,0,0
51.0,entrepreneur,single,secondary,no,436.0,no,no,unknown,18,jun,1.0,0,0
35.0,blue-collar,single,secondary,no,693.0,no,no,cellular,6,feb,2.0,0,1
45.0,blue-collar,divorced,secondary,no,-447.0,yes,no,cellular,17,apr,1.0,0,0
46.0,technician,married,secondary,no,6376.0,yes,no,cellular,18,nov,4.0,0,0
60.0,retired,divorced,secondary,no,291.0,no,no,cellular,24,jul,5.0,0,0
35.0,technician,married,tertiary,no,522.0,yes,yes,unknown,28,may,1.0,0,0
40.0,self-employed,married,secondary,no,165.0,yes,yes,cellular,8,may,4.0,1,0
34.0,technician,divorced,secondary,no,253.0,yes,no,cellular,17,apr,1.0,0,0
51.0,technician,married,secondary,no,770.0,yes,no,unknown,16,jun,1.0,0,0
30.0,admin.,married,secondary,no,7637.0,yes,yes,unknown,3,jun,1.0,0,0
26.0,blue-collar,married,primary,no,454.0,yes,yes,cellular,17,apr,3.0,1,0
50.0,management,married,tertiary,no,2327.0,no,no,cellular,8,aug,2.0,0,0
30.0,services,single,secondary,no,341.0,no,yes,cellular,21,nov,7.0,9,0
39.0,self-employed,single,tertiary,no,3967.0,no,no,cellular,30,jul,3.0,0,0
33.0,technician,single,secondary,no,403.0,yes,yes,unknown,15,may,1.0,0,0
39.0,technician,married,tertiary,no,-220.0,no,no,unknown,20,jun,13.0,0,0
32.0,blue-collar,single,secondary,no,609.0,yes,no,unknown,14,may,1.0,0,0
26.0,technician,single,tertiary,no,5.0,yes,no,cellular,29,jul,5.0,0,0
31.0,housemaid,married,primary,no,-5.0,no,no,cellular,8,aug,2.0,0,0
28.0,student,single,tertiary,no,684.0,yes,no,cellular,29,jan,1.0,2,0
29.0,management,single,tertiary,no,22.0,no,no,cellular,14,aug,2.0,0,1
22.0,blue-collar,single,secondary,yes,-200.0,yes,no,unknown,12,jun,3.0,0,1
38.0,management,married,tertiary,no,4064.0,yes,no,cellular,21,nov,2.0,0,0
31.0,blue-collar,married,secondary,no,7865.0,yes,no,cellular,14,may,1.0,0,1
42.0,self-employed,married,tertiary,no,2500.0,no,no,cellular,9,jul,2.0,4,0
33.0,admin.,single,secondary,no,539.0,yes,no,cellular,21,nov,2.0,0,0
25.0,student,single,secondary,no,2532.0,yes,no,cellular,18,may,3.0,3,0
40.0,services,married,primary,no,473.0,yes,no,cellular,30,jan,1.0,0,0
51.0,admin.,married,secondary,no,352.0,no,yes,cellular,17,nov,3.0,2,0
44.0,services,married,tertiary,no,469.0,no,no,unknown,9,jun,2.0,0,0
46.0,blue-collar,married,secondary,no,6491.0,yes,no,cellular,19,nov,2.0,1,0
44.0,admin.,married,secondary,no,642.0,no,no,cellular,4,aug,1.0,1,0
37.0,technician,married,secondary,no,975.0,yes,no,cellular,14,jul,3.0,0,1
53.0,unemployed,divorced,primary,no,435.0,no,no,unknown,20,jun,2.0,0,0
45.0,blue-collar,married,secondary,no,759.0,yes,no,unknown,15,may,7.0,0,0
48.0,services,married,secondary,no,2419.0,yes,no,cellular,20,apr,6.0,13,0
36.0,management,married,secondary,no,-3.0,yes,no,cellular,15,jul,5.0,0,0
43.0,management,married,tertiary,no,9265.0,yes,no,cellular,6,aug,2.0,0,0
32.0,management,married,tertiary,no,321.0,yes,no,cellular,22,jul,3.0,0,0
34.0,blue-collar,married,secondary,no,3509.0,yes,no,unknown,20,may,2.0,0,0
31.0,admin.,married,secondary,no,2072.0,no,no,cellular,19,nov,1.0,0,0
54.0,retired,married,secondary,no,1135.0,yes,no,cellular,14,may,1.0,7,0
37.0,blue-collar,single,primary,no,-1.0,yes,no,cellular,11,may,4.0,0,0
36.0,entrepreneur,single,tertiary,no,-17.0,yes,no,unknown,21,may,3.0,0,0
28.0,admin.,married,secondary,no,1756.0,yes,yes,cellular,14,may,1.0,0,0
47.0,services,married,secondary,no,2379.0,yes,no,cellular,24,sep,1.0,0,1
40.0,technician,divorced,secondary,no,770.0,yes,no,cellular,17,apr,2.0,0,0
25.0,admin.,single,secondary,no,-219.0,yes,no,cellular,15,may,1.0,3,0
50.0,technician,married,tertiary,no,3.0,no,yes,cellular,12,apr,1.0,6,0
35.0,management,divorced,tertiary,no,-252.0,yes,no,cellular,7,may,2.0,1,0
39.0,management,single,primary,no,857.0,yes,no,unknown,21,may,1.0,0,0
56.0,technician,married,secondary,no,1154.0,no,no,unknown,17,nov,2.0,21,0
36.0,management,married,tertiary,no,4.0,yes,no,telephone,5,nov,1.0,0,0
56.0,entrepreneur,divorced,primary,no,33.0,no,no,unknown,16,jun,1.0,0,0
29.0,blue-collar,single,tertiary,no,330.0,yes,no,cellular,20,nov,1.0,0,0
34.0,management,married,tertiary,no,20.0,yes,yes,cellular,6,feb,1.0,0,0
30.0,admin.,married,secondary,no,166.0,no,yes,cellular,31,jul,27.0,0,0
39.0,services,married,secondary,no,-3.0,yes,no,cellular,24,jul,1.0,0,0
37.0,management,married,tertiary,no,3.0,no,no,unknown,20,jun,4.0,0,0
68.0,retired,married,tertiary,no,14218.0,yes,no,cellular,9,sep,1.0,0,1
32.0,unemployed,divorced,secondary,no,1009.0,yes,no,telephone,10,nov,1.0,2,0
23.0,student,single,primary,no,474.0,no,no,cellular,30,apr,1.0,0,1
46.0,services,married,secondary,no,-256.0,no,no,unknown,20,jun,1.0,0,0
51.0,blue-collar,married,primary,no,179.0,yes,yes,cellular,6,feb,2.0,0,0
43.0,management,married,tertiary,no,-557.0,yes,yes,cellular,8,may,3.0,3,1
32.0,management,divorced,secondary,no,914.0,no,no,cellular,29,aug,14.0,0,0
39.0,services,divorced,secondary,no,-389.0,yes,no,cellular,9,jul,2.0,0,0
55.0,technician,divorced,secondary,no,3040.0,no,no,cellular,14,aug,2.0,0,1
49.0,blue-collar,married,secondary,no,710.0,yes,no,telephone,13,may,5.0,0,0
59.0,retired,married,primary,no,-387.0,yes,no,unknown,26,may,2.0,0,0
35.0,management,married,tertiary,no,-1.0,no,no,cellular,20,aug,2.0,0,0
44.0,blue-collar,married,secondary,no,705.0,yes,no,telephone,9,jul,1.0,0,0
57.0,retired,married,primary,no,698.0,no,no,cellular,22,aug,4.0,0,0
34.0,technician,single,,no,728.0,yes,no,cellular,5,may,1.0,0,0
31.0,management,married,tertiary,no,-4.0,no,yes,cellular,14,jul,3.0,0,0
42.0,admin.,married,secondary,no,929.0,no,no,cellular,6,aug,2.0,0,1
25.0,technician,married,tertiary,no,-492.0,yes,no,unknown,3,jun,1.0,0,0
42.0,management,married,tertiary,no,13044.0,no,no,cellular,19,nov,1.0,4,0
56.0,management,married,primary,no,0.0,no,no,unknown,19,may,1.0,0,0
33.0,blue-collar,married,tertiary,no,-35.0,no,no,cellular,20,nov,2.0,0,1
41.0,management,divorced,tertiary,no,24.0,no,no,cellular,6,apr,2.0,2,0
52.0,housemaid,married,secondary,no,0.0,no,no,unknown,18,jun,1.0,0,0
33.0,blue-collar,single,secondary,no,16648.0,yes,no,cellular,5,feb,1.0,0,0
30.0,services,married,secondary,no,584.0,yes,no,cellular,20,nov,6.0,4,0
46.0,technician,married,secondary,no,51.0,no,no,cellular,22,aug,8.0,0,0
38.0,services,single,secondary,no,1048.0,yes,no,cellular,14,may,1.0,0,0
32.0,blue-collar,married,secondary,no,-58.0,yes,no,cellular,12,may,2.0,1,0
50.0,management,married,tertiary,no,-4.0,yes,no,cellular,30,jul,6.0,0,0
44.0,technician,married,secondary,no,991.0,yes,no,cellular,11,aug,1.0,5,1
33.0,services,married,secondary,no,408.0,yes,no,unknown,13,may,1.0,0,0
47.0,technician,divorced,secondary,no,1307.0,no,no,telephone,30,jul,2.0,0,0
34.0,management,married,tertiary,no,6.0,no,no,cellular,23,apr,3.0,0,0
30.0,admin.,married,secondary,no,780.0,yes,no,cellular,20,nov,1.0,0,0
41.0,management,married,tertiary,no,889.0,yes,no,cellular,20,apr,1.0,1,0
31.0,services,single,secondary,no,436.0,yes,no,cellular,17,apr,1.0,0,0
39.0,entrepreneur,married,tertiary,no,0.0,yes,yes,cellular,24,jul,6.0,0,0
32.0,admin.,married,secondary,no,1102.0,yes,no,unknown,23,may,2.0,0,0
59.0,retired,divorced,primary,no,878.0,no,no,cellular,17,apr,9.0,0,0
26.0,management,married,tertiary,no,19.0,yes,no,cellular,11,jul,2.0,0,0
30.0,technician,married,tertiary,no,312.0,yes,no,cellular,27,aug,2.0,0,0
48.0,management,divorced,tertiary,no,253.0,no,no,cellular,6,aug,6.0,0,0
46.0,blue-collar,married,secondary,no,1229.0,no,yes,cellular,3,feb,3.0,8,0
27.0,student,single,tertiary,no,13109.0,yes,no,cellular,6,apr,1.0,2,1
38.0,entrepreneur,married,tertiary,no,624.0,yes,no,cellular,9,jul,1.0,0,0
36.0,blue-collar,married,secondary,no,2101.0,no,yes,unknown,26,jun,1.0,0,0
34.0,admin.,divorced,secondary,no,151.0,no,yes,cellular,8,jul,1.0,0,0
38.0,blue-collar,married,secondary,no,-403.0,yes,yes,unknown,14,may,3.0,0,0
43.0,management,divorced,tertiary,no,69.0,yes,no,cellular,7,aug,2.0,0,0
55.0,retired,married,secondary,no,164.0,no,yes,unknown,3,jul,1.0,0,0
39.0,blue-collar,single,secondary,no,1883.0,no,yes,cellular,14,may,1.0,10,0
54.0,services,married,secondary,no,2655.0,yes,no,cellular,21,nov,1.0,1,0
44.0,technician,married,secondary,no,2124.0,yes,no,unknown,30,may,3.0,0,0
36.0,admin.,single,secondary,no,599.0,yes,no,cellular,5,may,1.0,0,0
36.0,blue-collar,married,primary,no,3530.0,yes,no,cellular,21,nov,1.0,0,1
48.0,admin.,divorced,secondary,no,2167.0,yes,no,unknown,30,jun,3.0,0,0
37.0,entrepreneur,married,secondary,no,3253.0,yes,no,unknown,2,jun,1.0,0,0
46.0,services,divorced,primary,no,3852.0,yes,no,unknown,20,jun,3.0,0,0
26.0,management,single,tertiary,no,571.0,yes,no,telephone,8,may,6.0,1,0
45.0,blue-collar,divorced,primary,no,752.0,yes,no,unknown,15,may,6.0,0,0
32.0,admin.,single,secondary,no,2698.0,yes,no,cellular,24,jul,2.0,0,0
39.0,services,married,secondary,no,95.0,yes,no,telephone,28,jul,2.0,0,0
46.0,admin.,divorced,secondary,no,0.0,no,no,cellular,17,nov,1.0,0,0
31.0,blue-collar,single,secondary,no,183.0,no,no,cellular,14,jul,7.0,0,0
54.0,entrepreneur,married,secondary,no,817.0,no,yes,cellular,28,jul,12.0,0,0
34.0,management,single,tertiary,no,1717.0,no,no,cellular,21,nov,4.0,0,0
39.0,admin.,divorced,secondary,yes,718.0,no,no,cellular,20,nov,2.0,2,0
36.0,management,married,tertiary,no,-84.0,yes,no,unknown,12,jun,2.0,0,0
41.0,management,single,tertiary,no,197.0,no,no,cellular,20,nov,1.0,2,0
36.0,management,single,tertiary,no,303.0,yes,no,cellular,4,may,4.0,4,0
60.0,admin.,divorced,secondary,no,1529.0,no,no,telephone,29,jul,2.0,0,0
36.0,admin.,married,secondary,no,286.0,yes,no,unknown,2,jun,8.0,0,0
